Matricula,Nome,Sobrenome,Telefone,Email,Endereco,Sexo,Curso
10724,Mina,Rivers,4-007-374-8651,Mina_Rivers2552@deavo.com,"Ampton  Crossroad, 4425",F,Science
10725,Elijah,Preston,8-241-220-4667,Elijah_Preston9374@ubusive.com,"Kilner   Pass, 3762",M,Handwriting
10726,Gil,Crawley,5-678-721-6201,Gil_Crawley1686@atink.com,"Carlton  Walk, 5794",M,Geography
10727,Lucas,Redden,8-722-371-0618,Lucas_Redden1432@nickia.com,"Central  Hill, 6608",M,Ecology
10728,Irene,Garcia,4-566-118-7781,Irene_Garcia6611@hourpy.biz,"Collent   Crossroad, 5087",F,Physical Education
10729,Bart,Graham,4-810-432-8455,Bart_Graham5028@nimogy.biz,"Marischal  Street, 5872",M,Sociology
10730,Alan,Hale,7-274-746-1605,Alan_Hale8514@yahoo.com,"Becher  Walk, 5128",M,Health
10731,Owen,Faulkner,3-341-125-8015,Owen_Faulkner8151@elnee.tech,"Longman   Way, 3744",M,Trigonometry
10732,Amelia,Bell,6-485-543-0748,Amelia_Bell5917@supunk.biz,"Monroe Lane, 2607",F,Accounting
10733,Maddison,Kelly,6-780-521-1108,Maddison_Kelly1169@sveldo.biz,"Mariner  Crossroad, 5940",F,Economics
10734,Elijah,Broomfield,1-662-026-1185,Elijah_Broomfield4324@womeona.net,"Antrobus   Way, 56",M,Geography
10735,Quinn,Wilson,5-404-270-5722,Quinn_Wilson8865@supunk.biz,"Dunstans  Vale, 2613",F,Earth Science
10736,Isabel,Stevens,8-126-552-5836,Isabel_Stevens9349@bulaffy.com,"Geary   Street, 6720",F,Grammar
10737,Kamila,Weatcroft,3-624-154-6741,Kamila_Weatcroft8305@bulaffy.com,"Fawn Boulevard, 7260",F,Accounting
10738,Remy,Allington,8-758-478-5074,Remy_Allington7479@gompie.com,"Dyott   Grove, 9677",F,Physical Education
10739,Courtney,Lambert,0-740-888-8802,Courtney_Lambert9104@gmail.com,"Lake Crossroad, 6955",F,Health
10740,Caleb,Reynolds,6-650-307-6522,Caleb_Reynolds25@liret.org,"Chart   Drive, 1065",M,Economics
10741,William,Griffiths,0-627-105-2461,William_Griffiths2556@nimogy.biz,"Glenwood Vale, 8987",M,Speech
10742,William,Mason,2-788-158-5618,William_Mason4877@cispeto.com,"Durham Road, 3447",M,American Literature
10743,Brad,Patel,0-416-447-1778,Brad_Patel9983@kideod.biz,"Camera  Drive, 3020",M,Geography
10744,Carina,Wright,7-416-161-4648,Carina_Wright7736@deavo.com,"Clarks  Tunnel, 8336",F,Dramatics
10745,Roger,Richards,8-304-070-0204,Roger_Richards5602@typill.biz,"Blackwall  Drive, 9664",M,Mathematics
10746,Johnathan,Funnell,0-282-656-4642,Johnathan_Funnell6170@bretoux.com,"Blandford  Vale, 1255",M,Leadership
10747,Bart,Nelson,4-441-872-7123,Bart_Nelson3941@brety.org,"Thomas Doyle   Vale, 1477",M,Basic Math
10748,Jacob,Robinson,4-518-437-7627,Jacob_Robinson6438@atink.com,"Bekesbourne   Walk, 4001",M,LOGIC
10749,Lana,Rossi,5-282-500-8075,Lana_Rossi6688@bungar.biz,"Ellerman   Lane, 3110",F,Ancient Civilizations
10750,Lorraine,Shelton,4-846-523-6244,Lorraine_Shelton9397@infotech44.tech,"Church Boulevard, 2966",F,Design and technology
10751,Felicity,Wild,6-318-167-0642,Felicity_Wild380@gompie.com,"Sherlock   Tunnel, 3724",F,Art
10752,Evelynn,Kelly,6-316-885-0440,Evelynn_Kelly5589@nanoff.biz,"Apollo  Hill, 3131",F,Mathematics
10753,Chris,Atkinson,4-828-370-8286,Chris_Atkinson1832@iatim.tech,"Beaconsfield  Alley, 684",M,Science
10754,Leroy,Lloyd,1-824-326-0650,Leroy_Lloyd1722@gompie.com,"Thomas More   Route, 8872",M,Earth Science
10755,Keira,Bloom,2-423-474-2417,Keira_Bloom2281@mafthy.com,"Emily  Road, 211",F,Art
10756,Joyce,Radcliffe,4-250-066-1365,Joyce_Radcliffe6874@extex.org,"Falconberg   Grove, 9239",F,Spanish
10757,Maia,Tyler,1-428-883-7354,Maia_Tyler2708@liret.org,"Ely  Street, 7096",F,Economics
10758,Gladys,Milner,0-424-534-0201,Gladys_Milner579@famism.biz,"Anns  Crossroad, 3777",F,Geography
10759,Nicholas,Flett,0-003-612-1632,Nicholas_Flett4386@bauros.biz,"Bishop   Road, 9702",M,Mathematics
10760,Elly,Whitmore,0-431-132-2234,Elly_Whitmore4906@bauros.biz,"Elf  Route, 1653",F,Resource Program
10761,Darlene,Eyres,5-675-227-3562,Darlene_Eyres4945@grannar.com,"Thoresby   Way, 6587",F,Dramatics
10762,Carter,Eyres,3-078-085-7241,Carter_Eyres5255@guentu.biz,"Parkfield  Walk, 5594",M,LOGIC
10763,Nick,Dixon,5-618-116-4824,Nick_Dixon3694@fuliss.net,"Yoakley Rue, 773",M,Music
10764,Wade,Varley,3-108-537-0566,Wade_Varley4545@ovock.tech,"Bendmore  Boulevard, 5930",M,Instrumental Music
10765,Hannah,Wigley,3-261-731-4856,Hannah_Wigley2406@ubusive.com,"Virginia Hill, 1526",F,French
10766,Bethany,Woodley,2-478-033-4645,Bethany_Woodley3443@bretoux.com,"Heritage Crossroad, 3779",F,Grammar
10767,Julian,Uttridge,6-101-546-3820,Julian_Uttridge9713@guentu.biz,"Catherine  Pass, 8544",M,Resource Program
10768,Matthew,Noach,1-018-026-6166,Matthew_Noach1894@naiker.biz,"Clere  Grove, 7838",M,Ancient Civilizations
10769,Anabelle,Quinton,7-243-380-4580,Anabelle_Quinton9819@vetan.org,"Hickory Lane Road, 9123",F,Trigonometry
10770,Ramon,Aldridge,6-437-032-0432,Ramon_Aldridge991@ovock.tech,"Rivervalley Crossroad, 6075",M,Dramatics
10771,Catherine,Edler,5-751-113-7374,Catherine_Edler6549@gmail.com,"Antrobus   Walk, 1309",F,Basic Math
10772,Abdul,Hopkinson,0-477-501-2700,Abdul_Hopkinson3425@joiniaa.com,"Cavell   Way, 7407",M,Design and technology
10773,Maggie,Clifford,1-573-520-4826,Maggie_Clifford8843@naiker.biz,"Canning  Route, 8516",F,Ecology
10774,Bridget,Fox,5-632-801-3032,Bridget_Fox7918@eirey.tech,"Blandford  Crossroad, 9904",F,Geography
10775,Kenzie,Sloan,7-634-542-8232,Kenzie_Sloan8264@iatim.tech,"Queen Crossroad, 4201",F,Trigonometry
10776,Eduardo,Spencer,8-840-464-7732,Eduardo_Spencer9902@brety.org,"Longleigh   Road, 113",M,English IV
10777,Ema,Young,6-808-528-5244,Ema_Young2132@bauros.biz,"Sherwood  Walk, 9101",F,Geography
10778,Abdul,Upton,3-087-877-3226,Abdul_Upton901@mafthy.com,"Camley   Drive, 4349",M,Design and technology
10779,George,Nanton,5-876-872-0427,George_Nanton852@irrepsy.com,"Baynes  Drive, 943",M,Language Arts
10780,Chester,Morris,0-161-177-4212,Chester_Morris2136@brety.org,"Bicknell  Alley, 669",M,Spanish
10781,Eden,Thorpe,7-880-160-3818,Eden_Thorpe4001@twace.org,"St. Johs  Pass, 1607",F,Resource Program
10782,Lucas,Kelly,2-147-657-0073,Lucas_Kelly5852@qater.org,"Chartham  Street, 7900",M,Modern Literature
10783,Denis,Allen,2-827-522-8300,Denis_Allen1646@nimogy.biz,"Arundel   Crossroad, 3616",M,Mathematics
10784,Carissa,Hunt,8-347-224-3478,Carissa_Hunt5537@corti.com,"Chatsworth  Street, 2183",F,American Literature
10785,Diane,Alldridge,5-633-163-3868,Diane_Alldridge7282@hourpy.biz,"Bloomsbury  Hill, 7739",F,Basic Math
10786,Skylar,Butler,7-215-146-1026,Skylar_Butler5622@tonsy.org,"Belmore  Way, 2192",F,Leadership
10787,Chester,Dobson,4-107-665-3073,Chester_Dobson7376@mafthy.com,"Apollo  Avenue, 2038",M,Art
10788,Angel,Whittle,8-311-508-4522,Angel_Whittle6658@mafthy.com,"Emily  Vale, 1031",F,French
10789,Roger,Ramsey,0-427-540-0513,Roger_Ramsey4728@muall.tech,"Cobden  Pass, 8760",M,Modern Literature
10790,Harry,Hilton,4-500-843-0043,Harry_Hilton5906@mafthy.com,"Queen Drive, 8360",M,Handwriting
10791,Daniel,Oswald,0-081-863-2141,Daniel_Oswald4903@typill.biz,"Parkgate  Crossroad, 2068",M,Trigonometry
10792,Cadence,Daniells,5-507-066-0200,Cadence_Daniells6786@acrit.org,"Elgood   Grove, 2000",F,Modern Literature
10793,Doug,Vollans,8-810-620-5535,Doug_Vollans2310@iatim.tech,"Thurloe   Grove, 8361",M,LOGIC
10794,Ron,Mason,7-407-413-0751,Ron_Mason7216@famism.biz,"Shepherds  Rue, 9033",M,Music
10795,Caitlyn,Goodman,6-544-680-3517,Caitlyn_Goodman2874@nimogy.biz,"Eaglet  Avenue, 601",F,Basic Math
10796,Ron,Scott,6-734-576-8454,Ron_Scott266@sheye.org,"Carltoun   Crossroad, 6308",M,Language Arts
10797,Jasmine,Griffiths,2-323-351-7481,Jasmine_Griffiths9820@naiker.biz,"Cloth  Pass, 804",F,American Literature
10798,Alessandra,Kaur,0-532-805-3850,Alessandra_Kaur2787@infotech44.tech,"Rivervalley Avenue, 803",F,Science
10799,Logan,Kirby,0-520-800-4358,Logan_Kirby1236@gembat.biz,"Cam  Pass, 9573",M,Physical Education
10800,Martha,Redden,5-316-752-0788,Martha_Redden6786@acrit.org,"Rosewood Road, 626",F,Design and technology
10801,Ryan,Faulkner,4-801-616-1876,Ryan_Faulkner894@nickia.com,"Vintners  Street, 1370",M,German
10802,Harriet,Pearce,5-604-726-8845,Harriet_Pearce9244@womeona.net,"Bolingbroke  Route, 902",F,Modern Literature
10803,George,Thomas,8-125-647-8764,George_Thomas7693@ubusive.com,"Bective  Boulevard, 360",M,Spanish
10804,Aileen,Plant,8-201-137-0718,Aileen_Plant2471@nickia.com,"Dunton  Hill, 7639",F,Sociology
10805,Marina,Beal,0-711-110-0715,Marina_Beal5676@muall.tech,"Jackson Crossroad, 2062",F,French
10806,Zoe,Faulkner,0-544-536-2761,Zoe_Faulkner811@eirey.tech,"Mariner   Avenue, 9498",F,Design and technology
10807,Johnathan,Nielson,8-836-056-5365,Johnathan_Nielson8823@deons.tech,"Kinglake  Street, 6151",M,Earth Science
10808,Florence,Dubois,8-434-313-2357,Florence_Dubois3361@guentu.biz,"Bell    Way, 965",F,Trigonometry
10809,Robyn,Sherwood,3-041-172-3334,Robyn_Sherwood3379@gembat.biz,"Lake Hill, 9615",F,Trigonometry
10810,Johnny,Bolton,0-064-175-4780,Johnny_Bolton3071@dionrab.com,"Comet House  Grove, 8906",M,Science
10811,Ally,Santos,0-138-610-1582,Ally_Santos7209@joiniaa.com,"Coalecroft  Lane, 8230",F,Latin
10812,Boris,Tindall,5-430-131-0831,Boris_Tindall2611@gmail.com,"York Crossroad, 3348",M,French
10813,Evie,Ranks,1-865-514-0522,Evie_Ranks3281@sveldo.biz,"Dunstans  Pass, 9597",F,French
10814,Eduardo,Milner,6-514-030-4032,Eduardo_Milner2236@elnee.tech,"Queen Caroline   Hill, 7208",M,Ecology
10815,Benjamin,Owen,2-178-240-3588,Benjamin_Owen5741@ubusive.com,"Walnut Boulevard, 5183",M,Trigonometry
10816,Luke,Morgan,4-700-602-2404,Luke_Morgan3112@dionrab.com,"Lake Grove, 3645",M,Grammar
10817,Chuck,Blythe,4-325-101-1274,Chuck_Blythe2147@elnee.tech,"Thrale   Boulevard, 7994",M,Dramatics
10818,Liam,Vass,0-842-288-1577,Liam_Vass4395@irrepsy.com,"Linda Lane Route, 7294",M,Earth Science
10819,William,Murray,1-180-560-5613,William_Murray979@infotech44.tech,"Abbotswell  Avenue, 8106",M,LOGIC
10820,Stacy,Bell,6-066-868-0305,Stacy_Bell8445@deons.tech,"Spruce Walk, 5452",F,Trigonometry
10821,Morgan,Stanton,8-633-447-8067,Morgan_Stanton7396@extex.org,"Hickory Lane Street, 2270",F,Health
10822,Rylee,Giles,2-172-756-2128,Rylee_Giles4916@kideod.biz,"Pine Boulevard, 2734",F,Economics
10823,Gil,Bryson,2-260-135-2781,Gil_Bryson6450@deons.tech,"Clifton  Way, 6434",M,Trigonometry
10824,Daphne,Funnell,7-472-457-8717,Daphne_Funnell947@acrit.org,"Maple Walk, 369",F,Grammar
10825,Tony,Morgan,3-277-326-5372,Tony_Morgan8969@corti.com,"Angela   Crossroad, 9111",M,Dramatics
10826,Danny,Becker,8-634-647-5876,Danny_Becker253@deavo.com,"St. Pauls  Street, 586",M,German
10827,Ethan,Hamilton,4-351-758-1214,Ethan_Hamilton4355@mafthy.com,"Fieldstone Hill, 4548",M,Trigonometry
10828,Noah,Wade,3-057-785-7432,Noah_Wade5233@famism.biz,"Marischal  Route, 7652",M,Spanish
10829,Candace,Weasley,5-515-105-5046,Candace_Weasley2761@bretoux.com,"Carlisle  Boulevard, 117",F,Modern Literature
10830,John,Adams,7-628-401-6866,John_Adams350@grannar.com,"Commercial  Boulevard, 4105",M,Health
10831,Ronald,Ebden,3-742-620-6073,Ronald_Ebden5885@gembat.biz,"Rail Lane, 8931",M,Dramatics
10832,Jamie,Tutton,1-702-638-5035,Jamie_Tutton2727@yahoo.com,"Andsell    Lane, 7130",F,Instrumental Music
10833,Percy,Wilson,8-724-384-4507,Percy_Wilson5201@ubusive.com,"Dunstable   Road, 5077",M,Art
10834,Moira,Hepburn,8-462-120-1072,Moira_Hepburn3720@infotech44.tech,"Blenkarne  Drive, 7491",F,Ancient Civilizations
10835,Luna,Gregory,3-276-627-1577,Luna_Gregory556@naiker.biz,"Cliff  Route, 5353",F,American Literature
10836,Hazel,Yoman,5-241-380-6154,Hazel_Yoman5170@dionrab.com,"Lonsdale  Vale, 9702",F,Ecology
10837,Ethan,Mackenzie,3-842-125-1527,Ethan_Mackenzie1138@bauros.biz,"Aspen Drive, 2363",M,Basic Math
10838,Mavis,Todd,4-234-632-5555,Mavis_Todd2516@gmail.com,"Central  Boulevard, 506",F,German
10839,Emely,Amstead,4-253-261-6816,Emely_Amstead4074@womeona.net,"Chester      Rue, 1233",F,Economics
10840,Johnny,Snell,0-527-355-1616,Johnny_Snell2634@bulaffy.com,"Adderley   Drive, 7333",M,Mathematics
10841,Bernadette,Abbot,5-487-725-8066,Bernadette_Abbot1822@guentu.biz,"Dunstans  Rue, 4104",F,Design and technology
10842,Aiden,West,1-881-506-3502,Aiden_West2392@typill.biz,"Bayberry Vale, 3099",M,Earth Science
10843,Ember,Page ,6-400-042-2545,Ember_Page 5854@twipet.com,"Blackheath   Avenue, 9730",F,Sociology
10844,Noah,Andersson,3-548-084-0437,Noah_Andersson4717@twipet.com,"Vintners  Avenue, 9272",M,Trigonometry
10845,Havana,Rowlands,0-555-405-3238,Havana_Rowlands1260@brety.org,"Blackwall  Lane, 5406",F,Design and technology
10846,Enoch,Everett,0-071-888-0556,Enoch_Everett4774@irrepsy.com,"Coleman  Drive, 8531",M,French
10847,Emmanuelle,Stewart,1-073-515-3860,Emmanuelle_Stewart6497@qater.org,"York Hill, 8297",F,French
10848,Owen,Nanton,6-615-288-6735,Owen_Nanton8745@kideod.biz,"Bigland  Road, 9346",M,Ancient Civilizations
10849,Paige,Atkinson,6-867-533-0607,Paige_Atkinson2514@irrepsy.com,"Bayberry Tunnel, 6806",F,Basic Math
10850,Cadence,Mooney,0-246-314-8612,Cadence_Mooney2767@iatim.tech,"Bliss  Crossroad, 4743",F,Trigonometry
10851,Caleb,Appleton,0-375-836-2005,Caleb_Appleton6815@ovock.tech,"Cadogan  Hill, 2311",M,Science
10852,Candace,Herbert,8-748-753-1765,Candace_Herbert1663@yahoo.com,"Elia   Lane, 6674",F,Ancient Civilizations
10853,Eve,Lakey,6-065-622-2632,Eve_Lakey6548@womeona.net,"Berriman  Avenue, 3316",F,American Literature
10854,Nicholas,Hardwick,1-384-855-5874,Nicholas_Hardwick717@corti.com,"Ashley Crossroad, 7502",M,German
10855,Chester,Roth,0-234-473-3428,Chester_Roth4853@mafthy.com,"Rosewood Way, 7848",M,Language Arts
10856,Rick,Groves,7-475-075-5284,Rick_Groves1590@deons.tech,"Battersea   Alley, 5848",M,Physical Education
10857,Alan,Plant,3-545-862-8235,Alan_Plant5388@twipet.com,"Chartham  Walk, 5591",M,Physical Education
10858,Mike,Kennedy,2-232-434-1027,Mike_Kennedy3751@kideod.biz,"Fairfield  Drive, 2890",M,German
10859,Mina,Myatt,8-585-772-0087,Mina_Myatt4517@irrepsy.com,"Yorkshire  Boulevard, 713",F,Mathematics
10860,Joseph,Matthews,2-061-767-2828,Joseph_Matthews4100@twace.org,"King William  Pass, 4374",M,Accounting
10861,Natalie,Dickson,0-308-825-1666,Natalie_Dickson6255@qater.org,"Hampden  Grove, 3005",F,Art
10862,Joy,Kennedy,1-670-385-5466,Joy_Kennedy5725@mafthy.com,"Fieldstone Pass, 6397",F,LOGIC
10863,Javier,Verdon,1-417-242-1264,Javier_Verdon6582@joiniaa.com,"South Rue, 1823",M,Speech
10864,Moira,Olson,1-080-246-5115,Moira_Olson3592@deavo.com,"Callcott   Vale, 6763",F,Modern Literature
10865,Aisha,Owen,2-828-130-4310,Aisha_Owen999@irrepsy.com,"Chatsworth  Grove, 2441",F,Handwriting
10866,Jazmin,Connell,0-572-684-4550,Jazmin_Connell7345@deons.tech,"Durweston   Vale, 6789",F,Geography
10867,Adina,Watson,7-852-286-3403,Adina_Watson7749@yahoo.com,"Apostle  Boulevard, 3903",F,Economics
10868,George,Lunt,6-503-312-5587,George_Lunt9191@jiman.org,"Blean   Pass, 3235",M,Economics
10869,Erick,Nicolas,0-558-057-2456,Erick_Nicolas748@eirey.tech,"Berriman  Boulevard, 5450",M,LOGIC
10870,Tyson,Addis,8-047-605-0584,Tyson_Addis7513@zorer.org,"Earl Rise Road, 3581",M,Basic Math
10871,Russel,Walsh,0-217-003-7151,Russel_Walsh3769@gembat.biz,"Linden Avenue, 1298",M,Basic Math
10872,Jocelyn,Boden,8-512-342-1442,Jocelyn_Boden9724@mafthy.com,"Mariner   Walk, 3720",F,Accounting
10873,Elijah,Stevenson,3-323-644-2280,Elijah_Stevenson2398@famism.biz,"Berriman  Rue, 9614",M,Speech
10874,Tony,Russell,5-073-526-6054,Tony_Russell127@bungar.biz,"Lexington Boulevard, 8623",M,Accounting
10875,Raquel,Ward,1-426-460-3404,Raquel_Ward692@nimogy.biz,"Tiptree   Tunnel, 4508",F,Modern Literature
10876,Mike,Rixon,1-342-153-0584,Mike_Rixon3836@iatim.tech,"Fairfield  Hill, 6139",M,Geography
10877,Martin,Watt,5-488-260-3857,Martin_Watt9698@corti.com,"Thomas  Vale, 7274",M,Ancient Civilizations
10878,Lily,Plumb,8-186-026-7285,Lily_Plumb1503@twace.org,"Caldwell   Lane, 5458",F,Spanish
10879,Darlene,Stevens,5-263-143-7153,Darlene_Stevens8681@yahoo.com,"Blue Anchor  Route, 647",F,German
10880,Nate,Robinson,6-627-332-1142,Nate_Robinson4682@iatim.tech,"Kingly  Crossroad, 2342",M,Design and technology
10881,Jayden,Shea,1-212-084-4063,Jayden_Shea9476@sveldo.biz,"Ellerman   Way, 4520",M,Grammar
10882,Ethan,Vallory,8-113-334-7825,Ethan_Vallory586@iatim.tech,"St. Johs  Route, 586",M,Music
10883,Julian,Weldon,1-774-431-7616,Julian_Weldon1121@eirey.tech,"Dunstable   Vale, 415",M,Health
10884,Doug,Edley,0-478-432-3046,Doug_Edley4500@fuliss.net,"Cave   Boulevard, 2836",M,Spanish
10885,Bryon,Hardwick,2-188-331-0557,Bryon_Hardwick7568@famism.biz,"Oxford Route, 742",M,Handwriting
10886,Eduardo,Villiger,5-505-237-6065,Eduardo_Villiger6301@vetan.org,"Collent   Boulevard, 8391",M,Leadership
10887,Roger,Lindop,3-876-858-1278,Roger_Lindop4012@muall.tech,"Chesterfield  Avenue, 9385",M,American Literature
10888,Johnny,Brennan,5-721-430-2680,Johnny_Brennan8559@fuliss.net,"Chestnut Rise Pass, 2124",M,Music
10889,Noah,West,6-862-807-8580,Noah_West7557@sveldo.biz,"Cave   Alley, 5323",M,Ecology
10890,Carter,Mackenzie,5-874-546-6270,Carter_Mackenzie4182@deavo.com,"Kimberley  Lane, 5432",M,Ecology
10891,Ethan,Denton,0-880-845-6376,Ethan_Denton9814@gompie.com,"Addison  Lane, 8650",M,Music
10892,Penelope,Dickson,3-103-371-8607,Penelope_Dickson7562@muall.tech,"Bellenden   Road, 8952",F,Language Arts
10893,Maddison,Brett,8-033-160-6117,Maddison_Brett665@nanoff.biz,"Chesterfield  Walk, 9495",F,Ecology
10894,Clint,Walter,6-782-858-8245,Clint_Walter103@twace.org,"Union  Road, 6152",M,History
10895,Tony,Plumb,4-786-471-8623,Tony_Plumb5748@acrit.org,"Elizabeth  Tunnel, 5030",M,Sociology
10896,David,Connor,8-510-026-3714,David_Connor3870@supunk.biz,"Geffrye   Drive, 9069",M,Physical Education
10897,Julius,Stevens,5-213-626-1600,Julius_Stevens218@vetan.org,"Beechen  Vale, 7654",M,Physical Education
10898,Chad,Hunter,7-081-882-5661,Chad_Hunter4214@nimogy.biz,"Fieldstone Route, 59",M,History
10899,Ronald,Everett,1-133-677-1802,Ronald_Everett2451@joiniaa.com,"Clissold  Tunnel, 3220",M,Instrumental Music
10900,Victoria,Freeburn,0-275-806-6015,Victoria_Freeburn4344@supunk.biz,"Blendon    Lane, 5164",F,Sociology
10901,Victoria,Yang,6-681-261-6345,Victoria_Yang5585@deavo.com,"Garfield Crossroad, 4883",F,LOGIC
10902,Percy,Richards,8-757-003-7352,Percy_Richards9995@dionrab.com,"Central  Hill, 9050",M,Speech
10903,Trisha,Webster,5-687-640-0033,Trisha_Webster3371@dionrab.com,"Gatonby   Lane, 3233",F,History
10904,Hayden,Faulkner,8-735-582-5313,Hayden_Faulkner5132@bretoux.com,"Thomas More   Alley, 7334",F,English IV
10905,Dani,Evans,3-285-835-5036,Dani_Evans8099@tonsy.org,"Tilson  Crossroad, 5242",F,Modern Literature
10906,Enoch,Parsons,6-187-657-5380,Enoch_Parsons4828@sveldo.biz,"Hickory   Way, 5006",M,Speech
10907,Martin,Chester,2-756-051-1520,Martin_Chester5320@ubusive.com,"Blendon    Vale, 9137",M,Science
10908,Morgan,Collins,5-462-002-0330,Morgan_Collins1453@kideod.biz,"Elgood   Boulevard, 3923",F,Speech
10909,Chloe,Knott,7-588-684-5037,Chloe_Knott8303@fuliss.net,"Mariner  Boulevard, 8182",F,Handwriting
10910,Anthony,Driscoll,1-803-817-4655,Anthony_Driscoll1803@vetan.org,"Bempton   Lane, 8021",M,Basic Math
10911,Gladys,Ellwood,3-812-378-5655,Gladys_Ellwood6660@tonsy.org,"Geary   Rue, 9479",F,Spanish
10912,Anabelle,Mcguire,3-715-373-0862,Anabelle_Mcguire1484@bauros.biz,"Woodland Drive, 8696",F,Economics
10913,Clarissa,Miller,8-804-311-7744,Clarissa_Miller1637@gmail.com,"Heritage Alley, 9485",F,Modern Literature
10914,Gemma,Radley,6-834-476-0432,Gemma_Radley8127@sveldo.biz,"Chapel  Drive, 1931",F,Art
10915,Sebastian,Silva,1-278-377-8334,Sebastian_Silva2708@supunk.biz,"Bazely   Drive, 6550",M,Art
10916,Juliette,Gonzales,2-013-251-6402,Juliette_Gonzales3163@supunk.biz,"Viscount   Pass, 5532",F,Geography
10917,Manuel,Truscott,0-074-618-4101,Manuel_Truscott7755@supunk.biz,"Apsley    Street, 6184",M,American Literature
10918,Lauren,Yard,7-318-862-0484,Lauren_Yard6135@vetan.org,"Canon Road, 4052",F,French
10919,Leah,Durrant,3-004-064-8887,Leah_Durrant1149@extex.org,"Birkbeck  Way, 5842",F,Language Arts
10920,Abdul,Carter,6-061-651-1755,Abdul_Carter5919@ovock.tech,"Bayberry Boulevard, 1183",M,Art
10921,Tess,Khan,5-854-503-7170,Tess_Khan3764@naiker.biz,"Cliffords  Lane, 3087",F,Science
10922,Noemi,Harris,0-314-062-4164,Noemi_Harris679@jiman.org,"Arlington  Vale, 1323",F,American Literature
10923,Erick,Warner,5-751-163-7068,Erick_Warner3645@kideod.biz,"Bayberry Way, 4627",M,Dramatics
10924,Gil,Murray,0-052-456-1604,Gil_Murray5305@ubusive.com,"Fairfield  Hill, 5877",M,LOGIC
10925,Carter,Lewin,1-056-754-6652,Carter_Lewin7426@yahoo.com,"Viscount   Walk, 253",M,Speech
10926,Tiffany,Olivier,2-547-100-7663,Tiffany_Olivier1368@nimogy.biz,"Eldon  Road, 9946",F,Health
10927,Wade,Payne,0-417-286-5326,Wade_Payne3102@yahoo.com,"Pine Route, 1022",M,Accounting
10928,Chris,Veale,0-785-356-0281,Chris_Veale3916@twace.org,"Vincent  Alley, 3048",M,Resource Program
10929,Jayden,Richardson,2-457-605-8683,Jayden_Richardson7372@deavo.com,"Linda Lane Rue, 2288",M,Latin
10930,Bart,Leigh,0-258-842-7774,Bart_Leigh2019@corti.com,"Battis   Route, 3438",M,Speech
10931,Valentina,Seymour,5-875-323-0777,Valentina_Seymour2406@naiker.biz,"Garfield Street, 5",F,Grammar
10932,Domenic,Dowson,8-074-222-7326,Domenic_Dowson9753@supunk.biz,"Enford   Tunnel, 7798",M,Economics
10933,Hayden,Heaton,8-058-651-3778,Hayden_Heaton6777@famism.biz,"Mariner  Lane, 9241",M,Sociology
10934,Roger,Hall,4-512-358-1522,Roger_Hall5234@gmail.com,"Empress  Alley, 2227",M,French
10935,Macy,Khan,4-362-373-7121,Macy_Khan7877@womeona.net,"Gautrey  Grove, 5338",F,Basic Math
10936,Hank,Rodwell,2-561-667-6453,Hank_Rodwell8986@muall.tech,"Thoresby   Street, 4123",M,Modern Literature
10937,Carrie,Becker,4-806-745-6716,Carrie_Becker9926@joiniaa.com,"Underwood  Walk, 358",F,Health
10938,Logan,Reynolds,5-578-752-1621,Logan_Reynolds6207@bauros.biz,"Aspen Way, 5817",M,Resource Program
10939,Marvin,Raven,5-358-253-3735,Marvin_Raven9820@gembat.biz,"Kimberley  Boulevard, 2252",M,Latin
10940,Luke,Fox,1-843-551-4678,Luke_Fox4451@atink.com,"Cliff  Street, 2545",M,Speech
10941,Liam,Dixon,8-855-472-3573,Liam_Dixon7277@kideod.biz,"Bagford   Avenue, 746",M,Earth Science
